object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
48030936,154.33594,-6.429418,249.20277,39.85481,0.0,0.5912,0.5917,0.0068,42.7023,0.035,90
48074116,315.17578,-4.780192,44.262665,-30.80548,0.0,0.1249,0.1105,0.0068,38.5476,0.052,42
48101924,97.55859,-19.15501,227.94339,-13.137562,0.0,0.1922,0.1903,0.0122,39.8363,0.231,90
48209589,150.54878,-43.80449,273.45285,9.169731,0.0,0.3785,0.4429,0.0294,41.9463,0.134,90
48229629,12.304688,-11.872187,120.869385,-74.73505,0.0,0.5865,0.6005,0.0099,42.7413,0.023,90
48241801,26.894531,-20.423615,188.34401,-75.52642,0.0,0.4887,0.5162,0.2703,42.3442,0.011,90
48243408,221.66016,-29.313198,331.1107,27.180458,0.0,0.2271,0.3109,0.7258,41.0449,0.107,90
48298269,21.621094,-26.276812,208.70746,-82.12828,0.0,0.3788,0.3832,0.0304,41.5743,0.013,90
48392399,89.82422,-34.228867,240.22289,-24.989996,0.0,0.3215,0.3205,0.0071,41.1214,0.031,42
48458925,34.98047,-1.193748,165.92778,-56.490826,0.0,0.1916,0.2082,0.0378,40.0535,0.025,42
48508591,190.54688,-35.501846,300.81274,27.331837,0.0,0.5281,0.5243,0.5436,42.3849,0.06,90
48535675,212.51953,-28.971533,322.97595,30.821096,0.0,0.4031,0.3929,0.0183,41.6384,0.045,90
48567773,37.265625,-29.82786,225.88503,-68.418625,0.0,0.4156,0.6609,0.0902,42.9942,0.014,90
48572207,317.63672,-25.94448,21.043232,-40.993263,0.0,0.2704,0.2485,0.0136,40.4873,0.064,42
48586579,227.28516,-25.282602,338.29855,27.972868,0.0,0.3622,0.3598,0.0281,41.4143,0.097,42
48613320,162.07031,-13.708317,262.87512,39.398712,0.0,0.3308,0.3351,0.0684,41.2335,0.052,42
48679089,80.50781,0.447628,201.8971,-19.56531,0.0,0.197,0.1857,0.9169,39.7767,0.119,90
48704566,85.42683,-43.80449,249.85727,-30.534555,0.0,0.2596,0.2943,0.0227,40.9076,0.038,42
48734543,168.92578,-19.15501,273.73334,38.228943,0.0,0.6755,0.6743,0.0117,43.0478,0.078,90
48761028,158.20312,-21.542267,264.87738,30.898197,0.0,0.1283,0.1403,1.1428,39.1081,0.047,42
48783156,330.79593,-44.003082,355.05988,-52.376064,0.0,0.2325,0.2071,0.0088,40.0405,0.01,90
48837252,27.675,-52.801853,283.67062,-62.05384,0.0,0.3611,0.3624,0.0093,41.4323,0.02,90
48850863,331.34766,-16.334824,39.86658,-50.15533,0.0,0.6271,0.4343,0.2446,41.8959,0.035,90
48877458,126.5625,-8.838267,232.28969,16.467028,0.0,0.3609,0.4243,0.0502,41.8362,0.038,42
48889152,350.5078,-14.940303,58.7816,-65.9027,0.0,0.2524,0.2536,0.0149,40.5374,0.024,90
48951815,287.40234,-10.806923,25.288996,-8.901613,0.0,0.3772,0.3821,0.0147,41.5673,0.353,90
49073065,332.05078,-15.094787,42.066326,-50.275955,0.0,0.4036,0.251,1.1422,40.5123,0.03,90
49101755,332.28476,-62.132156,328.8773,-45.97913,0.0,0.2998,0.4453,0.3289,41.9604,0.036,90
49256381,61.347656,-0.298417,191.25916,-36.3153,0.0,0.3487,0.3764,0.0318,41.529,0.216,90
49311602,219.19922,-30.691587,328.27295,26.944445,0.0,0.3521,0.4216,0.2365,41.8196,0.076,90
49373192,89.296875,-23.480536,228.98297,-21.907425,0.0,0.427,0.4386,0.0873,41.9214,0.03,90
49426863,70.48828,-17.89609,215.8638,-36.410496,0.0,0.2517,0.2738,0.5048,40.7272,0.044,90
49428124,340.83984,-2.985506,65.61724,-51.015484,0.0,0.2088,0.23,0.0361,40.2974,0.043,90
49536340,41.132812,-29.142223,224.23032,-65.04582,0.0,0.3188,0.3426,0.1061,41.2897,0.016,90
49551838,308.14453,-33.868706,8.931502,-34.732597,0.0,0.1743,0.1869,0.0182,39.7927,0.031,90
49575267,270.52734,2.388015,29.401436,12.058858,0.0,0.5804,0.609,0.0641,42.7782,0.194,90
49776390,168.57422,-28.63099,278.4085,29.573898,0.0,0.3183,1.1648,1.2026,44.51,0.055,90
49783859,67.85156,-34.409527,235.95184,-42.75886,0.0,0.1896,0.1832,0.0073,39.7437,0.013,90
49789340,4.75,-56.6372,311.83777,-59.926647,0.0,0.1591,0.1666,0.0168,39.5157,0.009,42
49896733,332.9297,-34.048595,11.516218,-55.162308,0.0,0.4353,0.3799,0.0281,41.5527,0.014,90
49983452,0.351562,-11.26298,83.98164,-70.252556,0.0,0.3248,0.4471,1.2355,41.9709,0.032,90
50025191,133.76953,0.298417,227.9136,27.357964,0.0,0.2181,0.2558,0.02,40.5584,0.046,90
50036828,171.21094,-34.409527,283.28638,25.137234,0.0,0.2748,0.4141,1.062,41.7736,0.057,90
50217109,302.34375,-35.136116,6.227333,-30.34406,0.0,0.4276,0.3832,0.0254,41.5745,0.09,90
50228511,175.60547,-34.953865,287.26517,25.809473,0.0,0.1133,0.2657,0.5724,40.6529,0.083,42
50233326,215.47298,-48.532253,318.00217,11.674858,0.0,0.1318,0.1345,0.0097,39.0083,0.157,90
50253232,321.85547,-22.024313,27.559935,-43.64311,0.0,0.4474,0.3879,0.3622,41.6056,0.039,90
50384532,223.32558,-49.896984,322.20773,8.358485,0.0,0.3016,0.3082,0.0083,41.0229,0.272,90
50445945,285.1172,-36.23836,0.523813,-17.3274,0.0,0.9775,0.9638,0.2693,44.0013,0.12,42
50538474,39.351463,-45.191612,260.49362,-62.23372,0.0,0.7089,0.6385,0.0206,42.9032,0.015,90
50571533,32.695312,0.74606,160.53853,-56.2197,0.0,0.3816,0.3438,0.0409,41.2988,0.025,90
50700718,29.77612,-52.60899,281.15036,-61.563377,0.0,0.2867,0.2294,0.1632,40.291,0.021,90
50787617,313.59375,1.342993,49.388363,-26.360828,0.0,0.4337,0.4094,0.0158,41.744,0.077,90
50935885,109.33594,-31.213543,243.66383,-8.652985,0.0,0.0626,0.0535,0.037,36.8882,0.151,42
50949719,316.58203,-7.782714,41.916855,-33.455757,0.0,0.3529,0.2913,0.9982,40.8818,0.052,90
51053939,13.183594,-36.423573,301.31778,-80.700615,0.0,0.2479,0.2801,0.0101,40.7839,0.012,42
51091661,72.07031,-2.537361,200.20824,-28.37938,0.0,0.3167,0.5422,0.0936,42.473,0.041,90
51137137,156.6211,-34.228867,271.65823,19.69489,0.0,0.0975,0.1148,0.0127,38.6353,0.102,90
51139578,52.980297,-52.222923,264.06744,-51.01549,0.0,0.5832,0.5939,0.0193,42.712,0.012,90
51160141,68.90625,-34.409527,236.09744,-41.89541,0.0,0.2086,0.2123,0.0193,40.1016,0.018,90
51232774,83.84766,-32.79717,237.13448,-29.38664,0.0,0.2429,0.3854,1.0646,41.5894,0.026,90
51255215,201.79688,-35.136116,311.14175,27.165087,0.0,0.8404,0.7931,0.023,43.4795,0.054,42
51350200,156.44531,-19.629557,261.99417,31.426868,0.0,0.193,0.5243,0.0821,42.3849,0.056,90
51352791,217.4414,-2.089372,345.8662,52.38817,0.0,0.0953,0.0958,0.0164,38.2163,0.038,42
51411523,180.23196,-53.956783,295.46506,8.181073,0.0,0.1604,0.1394,0.0164,39.0918,0.199,42
51452175,277.73438,-41.212543,353.46063,-13.92307,0.0,0.1991,0.1961,0.009,39.9084,0.09,42
51452842,114.08203,-6.579593,223.97325,6.881768,0.0,0.1395,0.162,0.0108,39.4489,0.181,90
51467589,10.019531,-34.953865,319.48618,-81.806015,0.0,0.8715,0.8884,0.0284,43.783,0.012,90
51493116,128.67188,1.044512,224.38106,23.31411,0.0,0.0846,0.089,0.0263,38.0452,0.04,42
51496907,302.26974,-61.943836,334.77972,-32.786575,0.0,0.7371,0.7489,0.0298,43.3267,0.033,90
51503716,238.00781,-18.681826,351.64523,26.6511,0.0,0.2616,0.2502,0.3365,40.5046,0.207,90
51567112,91.75977,-56.827923,265.32043,-28.386765,0.0,0.452,0.4228,0.0212,41.8271,0.04,90
51578826,44.375,-49.70239,264.58603,-56.980038,0.0,0.2044,0.1961,0.0127,39.9084,0.021,42
51634841,286.875,-61.943836,334.27432,-25.576292,0.0,0.2547,0.2108,1.0299,40.0837,0.051,90
51680420,186.67969,-18.681826,294.8095,43.79973,0.0,0.2333,0.2232,0.0199,40.2234,0.043,42
51726360,309.72656,-2.836105,43.223537,-25.104752,0.0,0.2882,0.6253,0.2514,42.8481,0.056,42
51775148,69.08203,-23.317957,221.82819,-39.411407,0.0,0.1719,0.225,0.0323,40.243,0.039,42
51832424,3.867187,-18.367102,77.67154,-77.94584,0.0,0.3172,2.5228,1.0654,46.5717,0.022,90
51897185,77.55319,-45.98114,251.70212,-36.317772,0.0,0.15,0.1312,0.2031,38.95,0.016,42
51961807,196.34766,-20.10551,307.3869,42.64551,0.0,0.1234,0.106,0.0148,38.4513,0.082,42
52020603,345.2953,-42.21037,351.8753,-62.96514,0.0,0.1051,0.0875,0.0126,38.0067,0.008,42
52200369,313.69186,-58.16037,338.5295,-38.903225,0.0,0.0556,0.0559,0.0337,36.9852,0.043,90
52258476,93.69141,-38.682186,245.88278,-23.30868,0.0,0.2014,0.1711,0.0207,39.5806,0.068,90
52265845,30.9375,-3.433834,162.16205,-60.673897,0.0,0.4416,0.5054,0.0252,42.2889,0.022,90
52405439,128.67188,1.940072,223.52748,23.749498,0.0,0.3285,0.3265,0.0094,41.1679,0.034,42
52440447,146.07422,-25.613083,258.32605,20.634407,0.0,0.4992,0.5184,0.0093,42.3556,0.062,90
52562561,216.03659,-43.80449,320.11475,15.952404,0.0,0.2704,0.2091,0.1646,40.0646,0.103,90
52676882,171.03516,-36.05359,283.79233,23.552588,0.0,0.4444,0.3468,0.06,41.3207,0.079,90
52740863,33.222656,2.985506,159.22034,-54.045876,0.0,0.5934,0.6233,0.0376,42.8395,0.031,42
52815591,24.433594,-10.806923,158.86542,-70.377335,0.0,0.2771,0.2752,0.0079,40.7399,0.023,42
52831518,119.35547,-13.248015,232.4035,8.134014,0.0,0.1426,0.165,0.0166,39.4929,0.083,42
52895078,201.09375,-23.155577,312.7001,39.090637,0.0,0.3345,0.3874,0.0251,41.6023,0.075,90
52916834,313.41797,-33.510056,10.387585,-38.977757,0.0,0.8071,0.7782,0.0279,43.4289,0.066,90
53051743,175.60547,-25.282602,283.81693,35.014324,0.0,0.274,0.2747,0.0217,40.7353,0.042,90
53133164,57.65625,-37.732746,240.32397,-51.125713,0.0,0.1737,2.7886,0.5775,46.8348,0.008,90
53158443,5.283401,-43.605747,321.35977,-72.42181,0.0,0.1187,0.1151,0.0191,38.6429,0.006,90
53229802,154.56522,-42.410164,275.0405,12.016564,0.0,0.5489,0.5672,0.1024,42.591,0.106,90
53288036,74.00391,-27.953188,228.99722,-36.380363,0.0,0.3188,0.3714,0.0198,41.4946,0.022,42
53292309,216.21094,-40.817047,321.39288,18.68241,0.0,0.203,0.1993,0.0214,39.9472,0.111,90
53309853,121.46484,0.298417,221.3849,16.63777,0.0,0.2523,0.2436,0.0177,40.438,0.034,90
53329650,217.08984,-40.620186,322.12222,18.612179,0.0,0.2365,0.2237,0.021,40.2296,0.117,90
53343212,165.9375,-11.567418,265.36884,43.312984,0.0,0.6889,0.6707,0.0228,43.0336,0.039,90
53345639,143.4375,-24.78856,255.90616,19.536064,0.0,0.0943,0.0949,0.7244,38.1939,0.051,42
53367850,130.78125,-1.044512,227.50706,24.102442,0.0,0.2785,0.2787,0.012,40.7715,0.027,90
53540611,97.734375,-12.788582,222.12987,-10.280361,0.0,0.2749,0.5518,0.2186,42.5186,0.297,90
53568215,158.20312,-26.777105,268.3284,26.625023,0.0,0.3048,0.333,0.1421,41.218,0.06,90
53621646,253.125,-22.185358,358.77832,13.683398,0.0,0.0795,0.1532,0.3247,39.3162,0.335,42
53627887,8.4375,-17.11382,99.81287,-79.18312,0.0,0.4174,0.4099,1.2016,41.7472,0.017,42
53641640,349.45312,-20.582914,44.90453,-67.656364,0.0,0.2467,0.3075,0.1088,41.0175,0.025,42
53665047,148.71094,-24.132875,259.1155,23.350466,0.0,0.3284,0.3354,0.0278,41.236,0.05,90
53774875,298.47656,1.342993,41.41361,-13.228674,0.0,0.2786,0.2745,0.0069,40.7342,0.172,90
53805962,267.71484,-1.193748,24.814705,12.883246,0.0,0.3695,0.4983,0.861,42.2522,0.341,90
53808158,126.63461,-61.189777,276.00882,-13.099014,0.0,0.3153,0.3118,0.0522,41.0525,0.185,90
53873816,295.06097,-43.80449,355.1659,-26.83253,0.0,0.3436,0.5017,0.3742,42.2702,0.052,90
53897428,306.04593,-53.57223,344.77924,-35.097115,0.0,0.3644,0.3411,0.0314,41.2788,0.046,90
53925325,269.47266,2.089372,28.634571,12.858332,0.0,0.1256,0.08,0.0329,37.8022,0.199,90
54013347,349.27734,-30.0,19.447542,-69.127686,0.0,0.4174,0.3645,0.2484,41.4475,0.02,42
54063245,329.23828,-38.682186,3.928395,-51.992355,0.0,0.5918,0.5349,0.0305,42.4375,0.018,90
54098685,227.10938,-25.44773,338.04437,27.927265,0.0,0.128,0.3319,0.2591,41.2095,0.112,42
54338231,303.26086,-60.2454,336.773,-33.35582,0.0,0.5183,0.5831,0.2624,42.6636,0.034,42
54397851,80.50781,-18.997131,221.11469,-27.933867,0.0,0.1033,0.0855,0.0234,37.9544,0.05,42
54400767,136.05469,-16.1794,244.18582,19.93208,0.0,0.1508,0.1589,0.0167,39.4039,0.074,90
54474539,290.2096,-59.109406,337.68884,-26.72809,0.0,0.2446,0.2574,0.0377,40.5739,0.118,42
54475110,356.7647,-61.75544,315.74823,-53.741673,0.0,0.2815,0.5277,0.1162,42.4019,0.017,42
54487351,175.07812,-1.044512,268.79504,57.0367,0.0,0.2225,0.2348,0.0149,40.3473,0.017,90
54714301,175.42969,-24.78856,283.43613,35.42987,0.0,0.2241,0.249,0.0123,40.4919,0.04,42
54793588,347.51953,-26.944359,27.556393,-67.46709,0.0,0.245,0.2453,0.1219,40.4549,0.053,90
54868343,329.41406,-12.788582,43.560207,-46.97557,0.0,0.4798,0.4784,0.0209,42.1462,0.035,42
54890146,320.7237,-47.357574,351.921,-44.867764,0.0,0.3119,0.2777,0.1986,40.7623,0.027,90
54923727,8.340517,-46.571846,312.1471,-70.23164,0.0,0.3141,0.3237,0.0207,41.1465,0.011,90
54991416,348.04688,-12.177298,60.793785,-62.354645,0.0,0.3227,0.3849,0.8368,41.5859,0.029,90
55025653,289.6875,-36.981888,1.116394,-21.028162,0.0,0.3774,0.3978,0.2809,41.6707,0.358,90
55060902,355.60547,-37.92165,351.92365,-71.93682,0.0,0.5524,0.6597,0.0439,42.9897,0.012,90
55111045,332.40234,-31.738394,15.516535,-54.664955,0.0,0.1313,0.1365,0.0088,39.0429,0.015,42
55434926,185.80078,-22.993395,294.512,39.416294,0.0,0.2113,0.5533,0.2534,42.5261,0.052,90
55715922,188.08594,-34.409527,298.45984,28.296364,0.0,0.2545,0.2667,0.0986,40.6622,0.067,90
55724631,175.42969,-9.442778,275.74115,49.712418,0.0,0.9315,0.9285,0.0552,43.9013,0.024,42
55921392,58.5989,-56.255466,267.6988,-46.402344,0.0,0.2679,0.2738,0.0251,40.7272,0.013,42
55982140,19.863281,-25.94448,203.81302,-83.62416,0.0,0.1145,0.1588,0.2851,39.4021,0.011,42
56002762,358.41797,-35.685333,354.54114,-75.02245,0.0,0.0917,0.0957,0.0123,38.2146,0.011,42
56125086,304.96988,-59.29895,337.84875,-34.27072,0.0,0.0735,0.0483,0.0141,36.6569,0.039,42
56174841,312.8656,-42.410164,358.89462,-39.50507,0.0,0.2791,0.4401,0.3744,41.9304,0.038,90
56204125,42.1875,-15.249383,195.38132,-60.288425,0.0,0.341,0.4264,0.382,41.8484,0.025,42
56216003,27.949219,-6.579593,160.56802,-64.9433,0.0,0.4715,0.4277,0.0141,41.8565,0.022,90
56308175,180.70312,-26.777105,289.69016,34.841225,0.0,0.5081,0.4593,0.0416,42.0406,0.062,90
56376610,69.43359,-0.298417,196.4744,-29.513273,0.0,0.7219,0.6811,0.0715,43.0744,0.044,90
56382803,213.04688,-40.817047,319.0185,19.518738,0.0,0.3836,0.3573,0.0098,41.3964,0.083,90
56385235,150.9961,-7.481631,247.30379,36.71196,0.0,0.2914,0.5504,0.2647,42.5124,0.042,90
56479755,23.730469,-7.180756,152.26143,-67.54195,0.0,0.0328,0.0529,0.0149,36.8634,0.028,42
56493073,69.609375,3.433834,192.99045,-27.373438,0.0,0.2621,0.2474,0.0221,40.4762,0.177,42
56581526,348.5491,-48.14121,338.40192,-61.743702,0.0,0.2619,0.4959,0.1403,42.2397,0.009,42
56593559,195.82031,-21.542267,306.59555,41.245216,0.0,0.0905,0.144,0.0279,39.1693,0.093,42
56594928,53.4375,-7.632146,193.6888,-46.9314,0.0,0.3097,0.468,0.3172,42.0895,0.049,90
56634166,353.4961,-1.193748,84.08236,-58.099068,0.0,0.3464,0.2799,0.7718,40.7823,0.034,90
56654981,97.5,-60.05628,269.40012,-25.887842,0.0,0.2053,0.1781,0.0136,39.6769,0.06,90
56769627,54.140625,0.74606,184.69852,-41.514942,0.0,0.4186,0.3153,0.462,41.0803,0.071,90
56927863,351.5625,-28.122234,24.968481,-71.12873,0.0,0.0672,0.0703,0.0174,37.5068,0.02,42
57013110,106.10294,-52.029728,262.3635,-19.176846,0.0,0.5658,0.5879,0.0214,42.6853,0.09,42
57032453,173.88889,-44.399834,288.92075,16.39768,0.0,0.1842,0.157,0.0174,39.3741,0.067,90
57043307,136.75781,-20.902014,248.53004,17.518785,0.0,0.1592,0.1541,0.0119,39.3305,0.123,42
57043450,181.89252,-50.091457,295.75937,12.16837,0.0,0.2524,0.2462,0.0068,40.4648,0.139,90
57068751,80.10776,-46.571846,252.5674,-34.59457,0.0,0.1381,2.5239,0.8261,46.5728,0.027,90
57074938,133.24219,-13.094776,239.8314,19.579746,0.0,0.1471,0.1541,0.0163,39.3302,0.057,90
57078294,13.183594,-14.477512,124.3646,-77.34565,0.0,0.3713,0.4624,0.1465,42.0582,0.021,90
57090966,305.85938,-10.04835,34.205406,-24.959034,0.0,0.3,0.3304,0.022,41.1983,0.058,90
57378218,156.97266,-17.270004,260.71622,33.584743,0.0,0.3281,0.2753,0.8245,40.7408,0.049,90
57547961,198.28125,-4.331149,313.2044,58.10739,0.0,0.6196,0.6433,0.0646,42.9231,0.029,90
57559816,354.825,-52.801853,325.6618,-61.026276,0.0,0.2989,0.2908,0.4376,40.8779,0.01,90
57681583,22.148438,-2.238686,144.17549,-63.56745,0.0,0.2431,0.4827,0.3322,42.1697,0.036,90
57686715,28.300781,-25.94448,211.53014,-76.143585,0.0,0.0441,0.072,0.0199,37.5603,0.01,42
57839024,97.03125,-5.529265,215.22588,-7.69447,0.0,0.1933,0.1733,1.109,39.6112,0.441,42
57846483,207.59766,-15.404094,323.27393,45.12646,0.0,0.4284,0.4971,0.4906,42.2459,0.067,42
57927713,353.11984,-44.597992,339.9201,-66.43923,0.0,0.0835,0.0814,0.0191,37.8419,0.01,42
57958953,312.9452,-49.117878,350.1947,-39.550285,0.0,0.2513,0.2697,0.0181,40.6896,0.033,90
57988713,318.8672,-14.631667,35.460297,-38.42093,0.0,0.4371,0.4482,0.0172,41.9774,0.067,90
58006418,108.96067,-57.01855,267.92886,-19.32995,0.0,0.3571,2.8115,1.0827,46.8563,0.119,90
58049237,160.3125,-24.460293,268.6506,29.608913,0.0,0.1298,0.125,0.881,38.8357,0.068,42
58056272,151.69922,-27.279613,263.56653,22.73887,0.0,0.2326,0.1901,0.0327,39.833,0.059,90
58070066,175.2539,-40.620186,288.7622,20.305916,0.0,0.2749,2.2083,0.5218,46.22,0.101,42
58096682,225.70312,-1.044512,356.56827,47.670998,0.0,0.0871,0.1024,0.0122,38.3711,0.05,42
58147789,281.58682,-59.109406,336.6553,-22.405174,0.0,0.4007,0.5503,0.4626,42.5119,0.077,90
58162450,91.94711,-51.255806,259.1005,-27.457253,0.0,0.2456,0.1055,0.8901,38.4388,0.047,42
58173673,343.36365,-59.48841,326.78915,-51.825836,0.0,0.0942,0.0791,0.0114,37.7742,0.019,42
58239468,76.640625,-3.732834,203.85094,-24.964077,0.0,0.0669,0.127,0.0138,38.8725,0.062,90
58242751,140.97656,-16.801838,247.89822,23.210064,0.0,0.1209,0.0663,0.0294,37.371,0.046,42
58244212,36.10672,-42.410164,257.88095,-65.68424,0.0,0.2445,0.5705,0.1525,42.6063,0.013,42
58292877,60.29297,-3.583322,193.99313,-39.00222,0.0,0.2701,0.2987,0.3623,40.9448,0.114,42
58361162,326.42578,-10.503271,44.571728,-43.331524,0.0,0.1532,0.0403,0.0317,36.2537,0.032,42
58494516,95.09766,0.0,209.37543,-6.903511,0.0,0.1655,0.1339,0.0179,38.9973,0.499,90
58527015,135.17578,-18.209957,245.34291,18.026577,0.0,0.0195,0.0398,0.0341,36.2248,0.115,42
58582922,359.64844,2.836105,97.83773,-57.43821,0.0,0.5781,0.5566,0.2498,42.5414,0.021,90
58635449,154.16016,-10.806923,252.99208,36.63854,0.0,0.1816,2.4133,0.5247,46.4547,0.051,90
58661501,36.763393,-48.14121,267.8284,-61.952675,0.0,0.4036,0.3635,0.0198,41.4403,0.014,90
58702532,166.28906,-10.351558,264.82858,44.515476,0.0,0.1435,0.1281,0.5715,38.8925,0.047,90
58755427,313.709,-44.20153,356.58615,-40.17128,0.0,0.6712,0.6657,0.0088,43.0136,0.036,90
58819647,170.15625,-14.015684,271.95035,43.326313,0.0,0.1171,0.1331,0.011,38.9835,0.033,42
58856330,151.17188,-6.729813,246.75066,37.34494,0.0,0.785,0.7367,0.0322,43.2829,0.031,90
58888751,160.66406,-36.981888,276.16034,19.106472,0.0,0.5035,0.4384,0.606,41.9203,0.055,90
58933025,87.71484,-22.66961,227.5971,-22.972883,0.0,0.3994,0.3978,0.0099,41.6704,0.033,90
58963376,126.03516,1.790785,222.29782,21.366648,0.0,0.2683,0.2574,0.0154,40.5738,0.033,90
58990630,174.375,-22.831406,281.4871,36.942223,0.0,0.344,0.42,0.0606,41.8095,0.041,90
59035039,73.125,-1.64151,199.9204,-27.019794,0.0,0.352,0.373,0.0108,41.5057,0.065,90
59048477,310.07812,-30.51823,13.365705,-35.607635,0.0,0.1115,0.1081,0.0062,38.4951,0.064,42
59049892,134.53847,-53.76456,272.59045,-5.251073,0.0,0.2668,0.3138,0.2495,41.0679,0.365,90
59087004,17.402344,-14.169522,141.94531,-76.3659,0.0,0.7253,0.7603,0.0647,43.3668,0.021,90
59106362,100.19531,-36.981888,245.94453,-17.899525,0.0,0.0753,0.5954,0.6909,42.7188,0.108,90
59155581,347.34375,-32.266235,13.687238,-67.3067,0.0,0.3434,0.3073,0.0297,41.0157,0.013,90
59206712,19.09664,-45.389202,289.326,-71.07423,0.0,0.1964,1.1791,1.0089,44.5429,0.012,42
59237112,74.35547,-4.181528,203.08481,-27.183292,0.0,0.1624,2.6391,1.1519,46.6903,0.039,42
59361580,297.2461,-27.615883,12.945677,-24.03565,0.0,0.4919,0.4591,0.2898,42.0395,0.106,42
59389603,223.24219,-38.873585,327.41254,18.152723,0.0,0.2719,0.2674,0.01,40.6686,0.082,90
59457237,71.89453,0.298417,197.34235,-27.099028,0.0,0.0943,0.1169,0.0106,38.6794,0.063,42
59498091,248.73047,-0.895283,14.883083,29.481953,0.0,0.2374,0.2152,0.2709,40.134,0.1,42
59517412,269.775,-52.801853,340.2921,-13.969355,0.0,0.2087,0.2554,0.435,40.5546,0.121,42
59600991,25.136719,-0.895283,149.15813,-61.241184,0.0,0.0758,2.5137,0.7294,46.5622,0.025,90
59625761,304.27734,-34.228867,7.685956,-31.681395,0.0,0.7438,0.7278,0.0282,43.2503,0.084,90
59850750,165.76172,-14.169522,267.0909,41.038696,0.0,0.1326,0.1227,0.0072,38.792,0.035,90
59851245,25.839844,-41.810314,270.36694,-71.87801,0.0,0.4238,0.5006,0.7423,42.2641,0.012,90
59907038,357.89062,-28.801123,22.235777,-76.68265,0.0,0.4156,0.4389,0.0285,41.9234,0.016,42
60022063,148.35938,-24.132875,258.85846,23.133331,0.0,0.1188,0.1259,0.0153,38.8528,0.052,42
60077640,337.91925,-60.2454,328.7634,-49.283,0.0,0.1427,0.3358,0.1082,41.2388,0.021,90
60082937,324.4922,-23.155577,26.997007,-46.29777,0.0,0.0617,2.609,0.804,46.6601,0.04,42
60114336,191.42578,-20.74238,301.12454,42.10924,0.0,0.1354,0.1499,0.4293,39.2643,0.054,42
60236596,319.92188,-34.048595,10.674115,-44.40532,0.0,0.213,0.2309,0.0357,40.3066,0.089,42
60292952,228.86719,-37.732746,332.002,16.877905,0.0,0.6355,0.6317,0.0129,42.8748,0.09,90
60351317,295.68896,-42.21037,357.0232,-26.918987,0.0,0.42,0.3814,0.0436,41.5624,0.064,90
60448244,322.91016,2.985506,56.87033,-33.240166,0.0,0.2201,0.5769,0.2147,42.6358,0.053,42
60455124,351.87805,-51.83642,329.8019,-60.690285,0.0,0.2496,0.3232,0.019,41.1425,0.01,90
60498594,158.73047,-24.296478,267.1775,28.936579,0.0,0.2161,0.2267,0.0113,40.2616,0.054,42
60581818,174.375,-22.831406,281.4871,36.942223,0.0,0.2606,0.1786,0.4627,39.6826,0.041,90
60720642,158.3789,-39.83844,276.08365,15.736199,0.0,0.1446,0.1474,0.3629,39.2238,0.072,90
60754510,87.02643,-47.55368,254.34871,-30.02343,0.0,0.1238,0.1333,0.0047,38.9873,0.057,42
60769248,27.448133,-44.796005,273.27664,-68.823265,0.0,0.0583,0.0257,0.0143,35.2511,0.015,42
60868379,8.613281,-35.31877,325.76535,-81.04339,0.0,0.0975,0.1196,0.1626,38.7318,0.01,42
60894865,332.40234,-2.686724,58.121147,-44.25191,0.0,0.1811,0.1928,0.2318,39.8677,0.085,42
60896285,34.101562,-38.873585,251.84175,-68.74655,0.0,0.2631,0.2531,0.0086,40.5329,0.012,90
60940369,290.39062,-28.461132,9.840614,-18.654058,0.0,0.5087,0.3068,0.7132,41.0121,0.09,42
60946236,173.2873,-56.44638,292.22382,4.788989,0.0,0.2502,0.2451,0.0106,40.4535,0.333,42
60975791,97.734375,-41.212543,249.49632,-21.114616,0.0,0.5042,0.4948,0.0176,42.2341,0.055,90
60983185,98.94231,-61.189777,270.77728,-25.394096,0.0,0.5297,0.5441,0.0107,42.4818,0.063,90
61014952,116.015625,-1.64151,220.4951,10.919005,0.0,0.3906,0.4323,0.0187,41.884,0.065,90
61044710,241.34766,2.089372,13.121496,37.307587,0.0,0.1687,0.1444,0.3621,39.175,0.074,42
61069263,18.28125,-34.409527,271.6741,-81.359695,0.0,0.2335,0.2203,0.0118,40.1918,0.017,42
61086594,103.53516,-35.685333,245.73767,-14.919756,0.0,0.5663,0.5832,0.0148,42.6643,0.203,42
61111791,300.41016,-11.415158,30.39786,-20.690104,0.0,0.1398,0.1753,0.0148,39.6376,0.124,42
61115846,6.679688,-18.052954,89.53063,-79.285194,0.0,0.4958,0.4788,0.0088,42.1484,0.019,90
61134104,292.67578,-26.944359,12.114656,-19.991484,0.0,0.2624,0.5846,0.2327,42.6705,0.08,90
61206482,100.5,-50.86816,260.02924,-22.137367,0.0,0.2954,0.3525,0.622,41.3618,0.054,90
61226666,103.53516,-37.544327,247.51553,-15.637115,0.0,0.441,0.5335,0.0386,42.4303,0.157,42
61381457,291.4453,-27.11186,11.527691,-19.03057,0.0,0.0992,2.3634,1.0828,46.3995,0.082,42
61445376,66.44531,-26.777105,225.434,-42.616653,0.0,0.3473,0.3455,0.0207,41.3113,0.032,90
61517181,288.98438,-20.902014,16.606113,-14.559839,0.0,0.0861,0.1361,0.0251,39.0353,0.099,42
